종목코드,종목명,hs코드,품목명,카테고리,관계유형,비고
010130,고려아연,7901,철강·비철금속_비철금속,철강·비철금속,주력품목,
010130,고려아연,8112,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,7106,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,7108,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,7128,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,7403,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,7801,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,7901,철강·비철금속_비철금속,철강·비철금속,주력품목,
000670,영풍,8112,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,7106,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,7108,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,7128,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,7403,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,7801,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,7901,철강·비철금속_비철금속,철강·비철금속,주력품목,
103140,풍산,8112,철강·비철금속_비철금속,철강·비철금속,주력품목,
016380,KG스틸,7208,철강·비철금속_열연강판,철강·비철금속,관련품목,
005490,POSCO홀딩스,7208,철강·비철금속_열연강판,철강·비철금속,관련품목,
004020,현대제철,7208,철강·비철금속_열연강판,철강·비철금속,관련품목,
019210,와이지-원,820740,철강·비철금속_절삭공구,철강·비철금속,주력품목,
019210,와이지-원,820750,철강·비철금속_절삭공구,철강·비철금속,주력품목,
019210,와이지-원,820770,철강·비철금속_절삭공구,철강·비철금속,주력품목,
019210,와이지-원,820790,철강·비철금속_절삭공구,철강·비철금속,주력품목,
001430,세아베스틸지주,7227,철강·비철금속_특수강,철강·비철금속,관련품목,
001430,세아베스틸지주,7228,철강·비철금속_특수강,철강·비철금속,관련품목,
004020,현대제철,7227,철강·비철금속_특수강,철강·비철금속,관련품목,
004020,현대제철,7228,철강·비철금속_특수강,철강·비철금속,관련품목,
014620,성광벤드,730721,철강·비철금속_피팅,철강·비철금속,주력품목,
014620,성광벤드,730723,철강·비철금속_피팅,철강·비철금속,주력품목,
014620,성광벤드,730729,철강·비철금속_피팅,철강·비철금속,주력품목,
014620,성광벤드,730791,철강·비철금속_피팅,철강·비철금속,주력품목,
014620,성광벤드,730793,철강·비철금속_피팅,철강·비철금속,주력품목,
014620,성광벤드,730799,철강·비철금속_피팅,철강·비철금속,주력품목,
023160,태광,730721,철강·비철금속_피팅,철강·비철금속,주력품목,
023160,태광,730723,철강·비철금속_피팅,철강·비철금속,주력품목,
023160,태광,730729,철강·비철금속_피팅,철강·비철금속,주력품목,
023160,태광,730791,철강·비철금속_피팅,철강·비철금속,주력품목,
023160,태광,730793,철강·비철금속_피팅,철강·비철금속,주력품목,
023160,태광,730799,철강·비철금속_피팅,철강·비철금속,주력품목,
016380,KG스틸,720851,철강·비철금속_후판,철강·비철금속,관련품목,
016380,KG스틸,720852,철강·비철금속_후판,철강·비철금속,관련품목,
016380,KG스틸,720853,철강·비철금속_후판,철강·비철금속,관련품목,
016380,KG스틸,720854,철강·비철금속_후판,철강·비철금속,관련품목,
005490,POSCO홀딩스,720851,철강·비철금속_후판,철강·비철금속,관련품목,
005490,POSCO홀딩스,720852,철강·비철금속_후판,철강·비철금속,관련품목,
005490,POSCO홀딩스,720853,철강·비철금속_후판,철강·비철금속,관련품목,
005490,POSCO홀딩스,720854,철강·비철금속_후판,철강·비철금속,관련품목,
004020,현대제철,720851,철강·비철금속_후판,철강·비철금속,관련품목,
004020,현대제철,720852,철강·비철금속_후판,철강·비철금속,관련품목,
004020,현대제철,720853,철강·비철금속_후판,철강·비철금속,관련품목,
004020,현대제철,720854,철강·비철금속_후판,철강·비철금속,관련품목,
051900,LG생활건강,3304991000,화장품_기초화장품,화장품,관련품목,
483650,달바글로벌,3304991000,화장품_기초화장품,화장품,관련품목,
257720,실리콘투,3304991000,화장품_기초화장품,화장품,관련품목,
090430,아모레퍼시픽,3304991000,화장품_기초화장품,화장품,관련품목,
278470,에이피알,3304991000,화장품_기초화장품,화장품,관련품목,
192820,코스맥스,3304991000,화장품_기초화장품,화장품,관련품목,
241710,코스메카코리아,3304991000,화장품_기초화장품,화장품,관련품목,
161890,한국콜마,3304991000,화장품_기초화장품,화장품,관련품목,
051900,LG생활건강,3304101000,화장품_색조화장품,화장품,관련품목,
051900,LG생활건강,3304109000,화장품_색조화장품,화장품,관련품목,
051900,LG생활건강,3304201000,화장품_색조화장품,화장품,관련품목,
051900,LG생활건강,3304209000,화장품_색조화장품,화장품,관련품목,
051900,LG생활건강,3304911000,화장품_색조화장품,화장품,관련품목,
051900,LG생활건강,3304992000,화장품_색조화장품,화장품,관련품목,
483650,달바글로벌,3304101000,화장품_색조화장품,화장품,관련품목,
483650,달바글로벌,3304109000,화장품_색조화장품,화장품,관련품목,
483650,달바글로벌,3304201000,화장품_색조화장품,화장품,관련품목,
483650,달바글로벌,3304209000,화장품_색조화장품,화장품,관련품목,
483650,달바글로벌,3304911000,화장품_색조화장품,화장품,관련품목,
483650,달바글로벌,3304992000,화장품_색조화장품,화장품,관련품목,
257720,실리콘투,3304101000,화장품_색조화장품,화장품,관련품목,
257720,실리콘투,3304109000,화장품_색조화장품,화장품,관련품목,
257720,실리콘투,3304201000,화장품_색조화장품,화장품,관련품목,
257720,실리콘투,3304209000,화장품_색조화장품,화장품,관련품목,
257720,실리콘투,3304911000,화장품_색조화장품,화장품,관련품목,
257720,실리콘투,3304992000,화장품_색조화장품,화장품,관련품목,
090430,아모레퍼시픽,3304101000,화장품_색조화장품,화장품,관련품목,
090430,아모레퍼시픽,3304109000,화장품_색조화장품,화장품,관련품목,
090430,아모레퍼시픽,3304201000,화장품_색조화장품,화장품,관련품목,
090430,아모레퍼시픽,3304209000,화장품_색조화장품,화장품,관련품목,
090430,아모레퍼시픽,3304911000,화장품_색조화장품,화장품,관련품목,
090430,아모레퍼시픽,3304992000,화장품_색조화장품,화장품,관련품목,
114840,아이패밀리에스씨,3304101000,화장품_색조화장품,화장품,주력품목,
114840,아이패밀리에스씨,3304109000,화장품_색조화장품,화장품,주력품목,
114840,아이패밀리에스씨,3304201000,화장품_색조화장품,화장품,주력품목,
114840,아이패밀리에스씨,3304209000,화장품_색조화장품,화장품,주력품목,
114840,아이패밀리에스씨,3304911000,화장품_색조화장품,화장품,주력품목,
114840,아이패밀리에스씨,3304992000,화장품_색조화장품,화장품,주력품목,
192820,코스맥스,3304101000,화장품_색조화장품,화장품,관련품목,
192820,코스맥스,3304109000,화장품_색조화장품,화장품,관련품목,
192820,코스맥스,3304201000,화장품_색조화장품,화장품,관련품목,
192820,코스맥스,3304209000,화장품_색조화장품,화장품,관련품목,
192820,코스맥스,3304911000,화장품_색조화장품,화장품,관련품목,
192820,코스맥스,3304992000,화장품_색조화장품,화장품,관련품목,
241710,코스메카코리아,3304101000,화장품_색조화장품,화장품,관련품목,
241710,코스메카코리아,3304109000,화장품_색조화장품,화장품,관련품목,
241710,코스메카코리아,3304201000,화장품_색조화장품,화장품,관련품목,
241710,코스메카코리아,3304209000,화장품_색조화장품,화장품,관련품목,
241710,코스메카코리아,3304911000,화장품_색조화장품,화장품,관련품목,
241710,코스메카코리아,3304992000,화장품_색조화장품,화장품,관련품목,
237880,클리오,3304101000,화장품_색조화장품,화장품,주력품목,
237880,클리오,3304109000,화장품_색조화장품,화장품,주력품목,
237880,클리오,3304201000,화장품_색조화장품,화장품,주력품목,
237880,클리오,3304209000,화장품_색조화장품,화장품,주력품목,
237880,클리오,3304911000,화장품_색조화장품,화장품,주력품목,
237880,클리오,3304992000,화장품_색조화장품,화장품,주력품목,
161890,한국콜마,3304101000,화장품_색조화장품,화장품,관련품목,
161890,한국콜마,3304109000,화장품_색조화장품,화장품,관련품목,
161890,한국콜마,3304201000,화장품_색조화장품,화장품,관련품목,
161890,한국콜마,3304209000,화장품_색조화장품,화장품,관련품목,
161890,한국콜마,3304911000,화장품_색조화장품,화장품,관련품목,
161890,한국콜마,3304992000,화장품_색조화장품,화장품,관련품목,
