hs코드,품목명,연월,수출금액_usd,수출yoy
7410110000,2차전지·배터리소재_동박,2022-07,63666157.0,-11.5
7410110000,2차전지·배터리소재_동박,2022-08,67263263.0,-4.4
7410110000,2차전지·배터리소재_동박,2022-09,57782086.0,-13.2
7410110000,2차전지·배터리소재_동박,2022-10,54087881.0,-1.5
7410110000,2차전지·배터리소재_동박,2022-11,53536930.0,-4.6
7410110000,2차전지·배터리소재_동박,2022-12,48544664.0,-24.6
7410110000,2차전지·배터리소재_동박,2023-01,47314301.0,-32.7
7410110000,2차전지·배터리소재_동박,2023-02,47099563.0,-28.8
7410110000,2차전지·배터리소재_동박,2023-03,56711215.0,-22.6
7410110000,2차전지·배터리소재_동박,2023-04,48744330.0,-19.6
7410110000,2차전지·배터리소재_동박,2023-05,58130797.0,-9.6
7410110000,2차전지·배터리소재_동박,2023-06,58472461.0,-16.3
7410110000,2차전지·배터리소재_동박,2023-07,53367339.0,-16.2
7410110000,2차전지·배터리소재_동박,2023-08,55627769.0,-17.3
7410110000,2차전지·배터리소재_동박,2023-09,46885070.0,-18.9
7410110000,2차전지·배터리소재_동박,2023-10,44033440.0,-18.6
7410110000,2차전지·배터리소재_동박,2023-11,34648963.0,-35.3
7410110000,2차전지·배터리소재_동박,2023-12,25791560.0,-46.9
7410110000,2차전지·배터리소재_동박,2024-01,34751531.0,-26.6
7410110000,2차전지·배터리소재_동박,2024-02,27962334.0,-40.6
7410110000,2차전지·배터리소재_동박,2024-03,30848679.0,-45.6
7410110000,2차전지·배터리소재_동박,2024-04,30497105.0,-37.4
7410110000,2차전지·배터리소재_동박,2024-05,28080300.0,-51.7
7410110000,2차전지·배터리소재_동박,2024-06,25172421.0,-56.9
7410110000,2차전지·배터리소재_동박,2024-07,26931779.0,-49.5
7410110000,2차전지·배터리소재_동박,2024-08,23727706.0,-57.3
7410110000,2차전지·배터리소재_동박,2024-09,17233977.0,-63.2
7410110000,2차전지·배터리소재_동박,2024-10,16562331.0,-62.4
7410110000,2차전지·배터리소재_동박,2024-11,18182771.0,-47.5
7410110000,2차전지·배터리소재_동박,2024-12,20096023.0,-22.1
7410110000,2차전지·배터리소재_동박,2025-01,26561442.0,-23.6
7410110000,2차전지·배터리소재_동박,2025-02,25280628.0,-9.6
7410110000,2차전지·배터리소재_동박,2025-03,26637829.0,-13.7
7410110000,2차전지·배터리소재_동박,2025-04,29370555.0,-3.7
7410110000,2차전지·배터리소재_동박,2025-05,32158018.0,14.5
7410110000,2차전지·배터리소재_동박,2025-06,30976944.0,23.1
7410110000,2차전지·배터리소재_동박,2025-07,30491749.0,13.2
7410110000,2차전지·배터리소재_동박,2025-08,30017826.0,26.5
7410110000,2차전지·배터리소재_동박,2025-09,33157011.0,92.4
7410110000,2차전지·배터리소재_동박,2025-10,18569577.0,12.1
7410110000,2차전지·배터리소재_동박,2025-11,23554322.0,29.5
7410110000,2차전지·배터리소재_동박,2025-12,26411670.0,31.4
7410110000,2차전지·배터리소재_동박,2026-01,26464530.0,-0.4
7410110000,2차전지·배터리소재_동박,2026-02,26777092.0,5.9
7410110000,2차전지·배터리소재_동박,2026-03,28650096.0,7.6
7410110000,2차전지·배터리소재_동박,2026-04,38940202.0,32.6
7410110000,2차전지·배터리소재_동박,2026-05,29265708.0,-9.0
7410110000,2차전지·배터리소재_동박,2026-06,32920155.0,6.3
3921191010,2차전지·배터리소재_분리막,2022-07,88228526.0,-16.6
3921191010,2차전지·배터리소재_분리막,2022-08,80975287.0,-23.5
3921191010,2차전지·배터리소재_분리막,2022-09,83332564.0,-16.7
3921191010,2차전지·배터리소재_분리막,2022-10,80146210.0,-16.1
3921191010,2차전지·배터리소재_분리막,2022-11,77387408.0,-11.8
3921191010,2차전지·배터리소재_분리막,2022-12,86499339.0,-16.8
3921191010,2차전지·배터리소재_분리막,2023-01,79639125.0,-14.6
3921191010,2차전지·배터리소재_분리막,2023-02,91935448.0,3.6
3921191010,2차전지·배터리소재_분리막,2023-03,76707722.0,-17.7
3921191010,2차전지·배터리소재_분리막,2023-04,72459010.0,-12.4
3921191010,2차전지·배터리소재_분리막,2023-05,82599321.0,-3.7
3921191010,2차전지·배터리소재_분리막,2023-06,93872647.0,8.3
3921191010,2차전지·배터리소재_분리막,2023-07,82238183.0,-6.8
3921191010,2차전지·배터리소재_분리막,2023-08,96871299.0,19.6
3921191010,2차전지·배터리소재_분리막,2023-09,78334352.0,-6.0
3921191010,2차전지·배터리소재_분리막,2023-10,67158925.0,-16.2
3921191010,2차전지·배터리소재_분리막,2023-11,74142746.0,-4.2
3921191010,2차전지·배터리소재_분리막,2023-12,66613451.0,-23.0
3921191010,2차전지·배터리소재_분리막,2024-01,75983431.0,-4.6
3921191010,2차전지·배터리소재_분리막,2024-02,79992748.0,-13.0
3921191010,2차전지·배터리소재_분리막,2024-03,62744031.0,-18.2
3921191010,2차전지·배터리소재_분리막,2024-04,79255866.0,9.4
3921191010,2차전지·배터리소재_분리막,2024-05,80237371.0,-2.9
3921191010,2차전지·배터리소재_분리막,2024-06,71933794.0,-23.4
3921191010,2차전지·배터리소재_분리막,2024-07,73160455.0,-11.0
3921191010,2차전지·배터리소재_분리막,2024-08,55203700.0,-43.0
3921191010,2차전지·배터리소재_분리막,2024-09,40406413.0,-48.4
3921191010,2차전지·배터리소재_분리막,2024-10,41711933.0,-37.9
3921191010,2차전지·배터리소재_분리막,2024-11,43269648.0,-41.6
3921191010,2차전지·배터리소재_분리막,2024-12,45150589.0,-32.2
3921191010,2차전지·배터리소재_분리막,2025-01,46381073.0,-39.0
3921191010,2차전지·배터리소재_분리막,2025-02,42238592.0,-47.2
3921191010,2차전지·배터리소재_분리막,2025-03,41596521.0,-33.7
3921191010,2차전지·배터리소재_분리막,2025-04,55496499.0,-30.0
3921191010,2차전지·배터리소재_분리막,2025-05,50221005.0,-37.4
3921191010,2차전지·배터리소재_분리막,2025-06,56279236.0,-21.8
3921191010,2차전지·배터리소재_분리막,2025-07,50415858.0,-31.1
3921191010,2차전지·배터리소재_분리막,2025-08,47677900.0,-13.6
3921191010,2차전지·배터리소재_분리막,2025-09,56554800.0,40.0
3921191010,2차전지·배터리소재_분리막,2025-10,35928651.0,-13.9
3921191010,2차전지·배터리소재_분리막,2025-11,36648388.0,-15.3
3921191010,2차전지·배터리소재_분리막,2025-12,42826537.0,-5.1
3921191010,2차전지·배터리소재_분리막,2026-01,40157770.0,-13.4
3921191010,2차전지·배터리소재_분리막,2026-02,34908528.0,-17.4
3921191010,2차전지·배터리소재_분리막,2026-03,47144250.0,13.3
3921191010,2차전지·배터리소재_분리막,2026-04,50932621.0,-8.2
3921191010,2차전지·배터리소재_분리막,2026-05,41486642.0,-17.4
3921191010,2차전지·배터리소재_분리막,2026-06,51558751.0,-8.4
8507602000,2차전지·배터리소재_셀 모듈 팩,2022-07,658628741.0,48.1
8507602000,2차전지·배터리소재_셀 모듈 팩,2022-08,743860532.0,80.4
8507602000,2차전지·배터리소재_셀 모듈 팩,2022-09,739691995.0,75.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2022-10,607829590.0,55.8
8507602000,2차전지·배터리소재_셀 모듈 팩,2022-11,545816333.0,40.8
8507602000,2차전지·배터리소재_셀 모듈 팩,2022-12,762157060.0,84.5
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-01,612272386.0,29.5
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-02,664646174.0,43.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-03,658440964.0,11.7
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-04,570465924.0,2.6
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-05,589495260.0,-0.8
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-06,714604711.0,21.8
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-07,520456709.0,-21.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-08,532043338.0,-28.5
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-09,551386915.0,-25.5
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-10,454713873.0,-25.2
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-11,669849760.0,22.7
8507602000,2차전지·배터리소재_셀 모듈 팩,2023-12,744984128.0,-2.3
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-01,370481175.0,-39.5
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-02,438674595.0,-34.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-03,439883131.0,-33.2
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-04,376329330.0,-34.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-05,418054814.0,-29.1
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-06,529319426.0,-25.9
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-07,490938199.0,-5.7
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-08,491429357.0,-7.6
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-09,471101059.0,-14.6
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-10,401443955.0,-11.7
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-11,410026685.0,-38.8
8507602000,2차전지·배터리소재_셀 모듈 팩,2024-12,574555646.0,-22.9
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-01,302149775.0,-18.4
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-02,367382006.0,-16.3
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-03,369609845.0,-16.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-04,402519947.0,7.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-05,284166567.0,-32.0
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-06,353383909.0,-33.2
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-07,337743568.0,-31.2
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-08,290262264.0,-40.9
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-09,369093306.0,-21.7
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-10,332392107.0,-17.2
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-11,434957501.0,6.1
8507602000,2차전지·배터리소재_셀 모듈 팩,2025-12,453328211.0,-21.1
8507602000,2차전지·배터리소재_셀 모듈 팩,2026-01,297435610.0,-1.6
8507602000,2차전지·배터리소재_셀 모듈 팩,2026-02,366030672.0,-0.4
8507602000,2차전지·배터리소재_셀 모듈 팩,2026-03,591187091.0,59.9
8507602000,2차전지·배터리소재_셀 모듈 팩,2026-04,363714789.0,-9.6
8507602000,2차전지·배터리소재_셀 모듈 팩,2026-05,433579518.0,52.6
8507602000,2차전지·배터리소재_셀 모듈 팩,2026-06,382684156.0,8.3
8507603000,2차전지·배터리소재_셀 모듈 팩,2022-07,658628741.0,48.1
8507603000,2차전지·배터리소재_셀 모듈 팩,2022-08,743860532.0,80.4
8507603000,2차전지·배터리소재_셀 모듈 팩,2022-09,739691995.0,75.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2022-10,607829590.0,55.8
8507603000,2차전지·배터리소재_셀 모듈 팩,2022-11,545816333.0,40.8
8507603000,2차전지·배터리소재_셀 모듈 팩,2022-12,762157060.0,84.5
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-01,612272386.0,29.5
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-02,664646174.0,43.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-03,658440964.0,11.7
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-04,570465924.0,2.6
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-05,589495260.0,-0.8
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-06,714604711.0,21.8
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-07,520456709.0,-21.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-08,532043338.0,-28.5
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-09,551386915.0,-25.5
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-10,454713873.0,-25.2
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-11,669849760.0,22.7
8507603000,2차전지·배터리소재_셀 모듈 팩,2023-12,744984128.0,-2.3
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-01,370481175.0,-39.5
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-02,438674595.0,-34.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-03,439883131.0,-33.2
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-04,376329330.0,-34.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-05,418054814.0,-29.1
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-06,529319426.0,-25.9
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-07,490938199.0,-5.7
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-08,491429357.0,-7.6
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-09,471101059.0,-14.6
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-10,401443955.0,-11.7
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-11,410026685.0,-38.8
8507603000,2차전지·배터리소재_셀 모듈 팩,2024-12,574555646.0,-22.9
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-01,302149775.0,-18.4
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-02,367382006.0,-16.3
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-03,369609845.0,-16.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-04,402519947.0,7.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-05,284166567.0,-32.0
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-06,353383909.0,-33.2
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-07,337743568.0,-31.2
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-08,290262264.0,-40.9
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-09,369093306.0,-21.7
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-10,332392107.0,-17.2
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-11,434957501.0,6.1
8507603000,2차전지·배터리소재_셀 모듈 팩,2025-12,453328211.0,-21.1
8507603000,2차전지·배터리소재_셀 모듈 팩,2026-01,297435610.0,-1.6
8507603000,2차전지·배터리소재_셀 모듈 팩,2026-02,366030672.0,-0.4
8507603000,2차전지·배터리소재_셀 모듈 팩,2026-03,591187091.0,59.9
8507603000,2차전지·배터리소재_셀 모듈 팩,2026-04,363714789.0,-9.6
8507603000,2차전지·배터리소재_셀 모듈 팩,2026-05,433579518.0,52.6
8507603000,2차전지·배터리소재_셀 모듈 팩,2026-06,382684156.0,8.3
8507609000,2차전지·배터리소재_셀 모듈 팩,2022-07,658628741.0,48.1
8507609000,2차전지·배터리소재_셀 모듈 팩,2022-08,743860532.0,80.4
8507609000,2차전지·배터리소재_셀 모듈 팩,2022-09,739691995.0,75.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2022-10,607829590.0,55.8
8507609000,2차전지·배터리소재_셀 모듈 팩,2022-11,545816333.0,40.8
8507609000,2차전지·배터리소재_셀 모듈 팩,2022-12,762157060.0,84.5
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-01,612272386.0,29.5
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-02,664646174.0,43.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-03,658440964.0,11.7
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-04,570465924.0,2.6
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-05,589495260.0,-0.8
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-06,714604711.0,21.8
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-07,520456709.0,-21.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-08,532043338.0,-28.5
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-09,551386915.0,-25.5
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-10,454713873.0,-25.2
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-11,669849760.0,22.7
8507609000,2차전지·배터리소재_셀 모듈 팩,2023-12,744984128.0,-2.3
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-01,370481175.0,-39.5
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-02,438674595.0,-34.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-03,439883131.0,-33.2
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-04,376329330.0,-34.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-05,418054814.0,-29.1
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-06,529319426.0,-25.9
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-07,490938199.0,-5.7
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-08,491429357.0,-7.6
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-09,471101059.0,-14.6
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-10,401443955.0,-11.7
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-11,410026685.0,-38.8
8507609000,2차전지·배터리소재_셀 모듈 팩,2024-12,574555646.0,-22.9
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-01,302149775.0,-18.4
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-02,367382006.0,-16.3
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-03,369609845.0,-16.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-04,402519947.0,7.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-05,284166567.0,-32.0
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-06,353383909.0,-33.2
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-07,337743568.0,-31.2
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-08,290262264.0,-40.9
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-09,369093306.0,-21.7
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-10,332392107.0,-17.2
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-11,434957501.0,6.1
8507609000,2차전지·배터리소재_셀 모듈 팩,2025-12,453328211.0,-21.1
8507609000,2차전지·배터리소재_셀 모듈 팩,2026-01,297435610.0,-1.6
8507609000,2차전지·배터리소재_셀 모듈 팩,2026-02,366030672.0,-0.4
8507609000,2차전지·배터리소재_셀 모듈 팩,2026-03,591187091.0,59.9
8507609000,2차전지·배터리소재_셀 모듈 팩,2026-04,363714789.0,-9.6
8507609000,2차전지·배터리소재_셀 모듈 팩,2026-05,433579518.0,52.6
8507609000,2차전지·배터리소재_셀 모듈 팩,2026-06,382684156.0,8.3
7607,2차전지·배터리소재_알루미늄박,2022-07,49589153.0,17.2
7607,2차전지·배터리소재_알루미늄박,2022-08,51004106.0,22.2
7607,2차전지·배터리소재_알루미늄박,2022-09,50778939.0,21.5
7607,2차전지·배터리소재_알루미늄박,2022-10,48852358.0,6.8
7607,2차전지·배터리소재_알루미늄박,2022-11,43695927.0,-10.1
7607,2차전지·배터리소재_알루미늄박,2022-12,45803848.0,-8.4
7607,2차전지·배터리소재_알루미늄박,2023-01,42651370.0,-20.9
7607,2차전지·배터리소재_알루미늄박,2023-02,40852745.0,-7.4
7607,2차전지·배터리소재_알루미늄박,2023-03,40519964.0,-31.9
7607,2차전지·배터리소재_알루미늄박,2023-04,38298824.0,-32.9
7607,2차전지·배터리소재_알루미늄박,2023-05,38224038.0,-36.7
7607,2차전지·배터리소재_알루미늄박,2023-06,37089791.0,-29.9
7607,2차전지·배터리소재_알루미늄박,2023-07,32299137.0,-34.9
7607,2차전지·배터리소재_알루미늄박,2023-08,35983207.0,-29.5
7607,2차전지·배터리소재_알루미늄박,2023-09,34099389.0,-32.8
7607,2차전지·배터리소재_알루미늄박,2023-10,34738254.0,-28.9
7607,2차전지·배터리소재_알루미늄박,2023-11,35770846.0,-18.1
7607,2차전지·배터리소재_알루미늄박,2023-12,32663660.0,-28.7
7607,2차전지·배터리소재_알루미늄박,2024-01,36022941.0,-15.5
7607,2차전지·배터리소재_알루미늄박,2024-02,34841304.0,-14.7
7607,2차전지·배터리소재_알루미늄박,2024-03,38141692.0,-5.9
7607,2차전지·배터리소재_알루미늄박,2024-04,38141597.0,-0.4
7607,2차전지·배터리소재_알루미늄박,2024-05,39378935.0,3.0
7607,2차전지·배터리소재_알루미늄박,2024-06,37227414.0,0.4
7607,2차전지·배터리소재_알루미늄박,2024-07,38467611.0,19.1
7607,2차전지·배터리소재_알루미늄박,2024-08,36754376.0,2.1
7607,2차전지·배터리소재_알루미늄박,2024-09,35610845.0,4.4
7607,2차전지·배터리소재_알루미늄박,2024-10,38245212.0,10.1
7607,2차전지·배터리소재_알루미늄박,2024-11,34524512.0,-3.5
7607,2차전지·배터리소재_알루미늄박,2024-12,38130924.0,16.7
7607,2차전지·배터리소재_알루미늄박,2025-01,36387057.0,1.0
7607,2차전지·배터리소재_알루미늄박,2025-02,37407873.0,7.4
7607,2차전지·배터리소재_알루미늄박,2025-03,38714957.0,1.5
7607,2차전지·배터리소재_알루미늄박,2025-04,39821719.0,4.4
7607,2차전지·배터리소재_알루미늄박,2025-05,40671564.0,3.3
7607,2차전지·배터리소재_알루미늄박,2025-06,39561634.0,6.3
7607,2차전지·배터리소재_알루미늄박,2025-07,45616427.0,18.6
7607,2차전지·배터리소재_알루미늄박,2025-08,41510613.0,12.9
7607,2차전지·배터리소재_알루미늄박,2025-09,45650217.0,28.2
7607,2차전지·배터리소재_알루미늄박,2025-10,33239922.0,-13.1
7607,2차전지·배터리소재_알루미늄박,2025-11,35078247.0,1.6
7607,2차전지·배터리소재_알루미늄박,2025-12,38555495.0,1.1
7607,2차전지·배터리소재_알루미늄박,2026-01,41892409.0,15.1
7607,2차전지·배터리소재_알루미늄박,2026-02,38743827.0,3.6
7607,2차전지·배터리소재_알루미늄박,2026-03,45979299.0,18.8
7607,2차전지·배터리소재_알루미늄박,2026-04,56273384.0,41.3
7607,2차전지·배터리소재_알루미늄박,2026-05,55512447.0,36.5
7607,2차전지·배터리소재_알루미늄박,2026-06,62663033.0,58.4
2841691000,2차전지·배터리소재_양극재,2022-07,1200382974.0,189921.2
2841691000,2차전지·배터리소재_양극재,2022-08,1222090704.0,103543.2
2841691000,2차전지·배터리소재_양극재,2022-09,1096372263.0,96541.0
2841691000,2차전지·배터리소재_양극재,2022-10,986423348.0,72657.1
2841691000,2차전지·배터리소재_양극재,2022-11,1104861261.0,281876.1
2841691000,2차전지·배터리소재_양극재,2022-12,1064584195.0,48956.3
2841691000,2차전지·배터리소재_양극재,2023-01,1148237114.0,113.1
2841691000,2차전지·배터리소재_양극재,2023-02,1310944864.0,149.0
2841691000,2차전지·배터리소재_양극재,2023-03,1443562305.0,100.6
2841691000,2차전지·배터리소재_양극재,2023-04,1342994434.0,89.4
2841691000,2차전지·배터리소재_양극재,2023-05,1180740137.0,17.4
2841691000,2차전지·배터리소재_양극재,2023-06,1035052718.0,6.2
2841691000,2차전지·배터리소재_양극재,2023-07,1131651154.0,-5.7
2841691000,2차전지·배터리소재_양극재,2023-08,1148221933.0,-6.0
2841691000,2차전지·배터리소재_양극재,2023-09,1014986823.0,-7.4
2841691000,2차전지·배터리소재_양극재,2023-10,707826398.0,-28.2
2841691000,2차전지·배터리소재_양극재,2023-11,618681046.0,-44.0
2841691000,2차전지·배터리소재_양극재,2023-12,538172560.0,-49.4
2841691000,2차전지·배터리소재_양극재,2024-01,636797849.0,-44.5
2841691000,2차전지·배터리소재_양극재,2024-02,623695857.0,-52.4
2841691000,2차전지·배터리소재_양극재,2024-03,565486008.0,-60.8
2841691000,2차전지·배터리소재_양극재,2024-04,607674614.0,-54.8
2841691000,2차전지·배터리소재_양극재,2024-05,551956012.0,-53.3
2841691000,2차전지·배터리소재_양극재,2024-06,576650139.0,-44.3
2841691000,2차전지·배터리소재_양극재,2024-07,410922866.0,-63.7
2841691000,2차전지·배터리소재_양극재,2024-08,456318237.0,-60.3
2841691000,2차전지·배터리소재_양극재,2024-09,441207370.0,-56.5
2841691000,2차전지·배터리소재_양극재,2024-10,397962504.0,-43.8
2841691000,2차전지·배터리소재_양극재,2024-11,361067119.0,-41.6
2841691000,2차전지·배터리소재_양극재,2024-12,420382625.0,-21.9
2841691000,2차전지·배터리소재_양극재,2025-01,361283586.0,-43.3
2841691000,2차전지·배터리소재_양극재,2025-02,418008889.0,-33.0
2841691000,2차전지·배터리소재_양극재,2025-03,452883739.0,-19.9
2841691000,2차전지·배터리소재_양극재,2025-04,428553014.0,-29.5
2841691000,2차전지·배터리소재_양극재,2025-05,444333506.0,-19.5
2841691000,2차전지·배터리소재_양극재,2025-06,466968024.0,-19.0
2841691000,2차전지·배터리소재_양극재,2025-07,468301268.0,14.0
2841691000,2차전지·배터리소재_양극재,2025-08,378538218.0,-17.0
2841691000,2차전지·배터리소재_양극재,2025-09,419115784.0,-5.0
2841691000,2차전지·배터리소재_양극재,2025-10,326090030.0,-18.1
2841691000,2차전지·배터리소재_양극재,2025-11,350105147.0,-3.0
2841691000,2차전지·배터리소재_양극재,2025-12,378975647.0,-9.8
2841691000,2차전지·배터리소재_양극재,2026-01,301062349.0,-16.7
2841691000,2차전지·배터리소재_양극재,2026-02,407664592.0,-2.5
2841691000,2차전지·배터리소재_양극재,2026-03,455527706.0,0.6
2841691000,2차전지·배터리소재_양극재,2026-04,501004377.0,16.9
2841691000,2차전지·배터리소재_양극재,2026-05,468203735.0,5.4
2841691000,2차전지·배터리소재_양극재,2026-06,544823104.0,16.7
2841909010,2차전지·배터리소재_양극재,2022-07,1200382974.0,189921.2
2841909010,2차전지·배터리소재_양극재,2022-08,1222090704.0,103543.2
2841909010,2차전지·배터리소재_양극재,2022-09,1096372263.0,96541.0
2841909010,2차전지·배터리소재_양극재,2022-10,986423348.0,72657.1
2841909010,2차전지·배터리소재_양극재,2022-11,1104861261.0,281876.1
2841909010,2차전지·배터리소재_양극재,2022-12,1064584195.0,48956.3
2841909010,2차전지·배터리소재_양극재,2023-01,1148237114.0,113.1
2841909010,2차전지·배터리소재_양극재,2023-02,1310944864.0,149.0
2841909010,2차전지·배터리소재_양극재,2023-03,1443562305.0,100.6
2841909010,2차전지·배터리소재_양극재,2023-04,1342994434.0,89.4
2841909010,2차전지·배터리소재_양극재,2023-05,1180740137.0,17.4
2841909010,2차전지·배터리소재_양극재,2023-06,1035052718.0,6.2
2841909010,2차전지·배터리소재_양극재,2023-07,1131651154.0,-5.7
2841909010,2차전지·배터리소재_양극재,2023-08,1148221933.0,-6.0
2841909010,2차전지·배터리소재_양극재,2023-09,1014986823.0,-7.4
2841909010,2차전지·배터리소재_양극재,2023-10,707826398.0,-28.2
2841909010,2차전지·배터리소재_양극재,2023-11,618681046.0,-44.0
2841909010,2차전지·배터리소재_양극재,2023-12,538172560.0,-49.4
2841909010,2차전지·배터리소재_양극재,2024-01,636797849.0,-44.5
2841909010,2차전지·배터리소재_양극재,2024-02,623695857.0,-52.4
2841909010,2차전지·배터리소재_양극재,2024-03,565486008.0,-60.8
2841909010,2차전지·배터리소재_양극재,2024-04,607674614.0,-54.8
2841909010,2차전지·배터리소재_양극재,2024-05,551956012.0,-53.3
2841909010,2차전지·배터리소재_양극재,2024-06,576650139.0,-44.3
2841909010,2차전지·배터리소재_양극재,2024-07,410922866.0,-63.7
2841909010,2차전지·배터리소재_양극재,2024-08,456318237.0,-60.3
2841909010,2차전지·배터리소재_양극재,2024-09,441207370.0,-56.5
2841909010,2차전지·배터리소재_양극재,2024-10,397962504.0,-43.8
2841909010,2차전지·배터리소재_양극재,2024-11,361067119.0,-41.6
2841909010,2차전지·배터리소재_양극재,2024-12,420382625.0,-21.9
