hs코드,품목명,기업명,종목코드,연월,수출금액_usd
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-10,123014212
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-11,134503465
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-12,124809229
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-01,198069656
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-02,190213444
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-03,214876507
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-04,203753410
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-05,274767629
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-06,228077516
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-07,274280908
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-08,334902644
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-09,321911331
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-10,248979838
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-11,188602579
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2022-12,292427977
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-01,257239641
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-02,257842852
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-03,224269884
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-04,174723886
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-05,207587191
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-06,228295251
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-07,153377152
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-08,130625761
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-09,106964927
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-10,161666164
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-11,356588057
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2023-12,269647181
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-01,118029989
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-02,125911746
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-03,109344806
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-04,119527600
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-05,120139072
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-06,202961031
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-07,204741735
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-08,229062672
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-09,191155886
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-10,106382629
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-11,194223596
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2024-12,188627022
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-01,113059546
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-02,112748997
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-03,99612909
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-04,74728500
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-05,51283420
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-06,52811595
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-07,86121934
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-08,49682619
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-09,88192432
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-10,92546548
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-11,112820163
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2025-12,128400608
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2026-01,85061212
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2026-02,106717556
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2026-03,105154741
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2026-04,94715904
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2026-05,96635413
8507602000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2026-06,104547585
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-01,74568257
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-02,88136671
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-03,88769633
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-04,77903178
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-05,102375413
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-06,93668769
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-07,85659297
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-08,97056676
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-09,91292723
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-10,83340791
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-11,92493176
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2017-12,105233852
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-01,108415665
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-02,110115005
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-03,115710982
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-04,119070743
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-05,133985777
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-06,127275304
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-07,121930992
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-08,125915051
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-09,101635189
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-10,136612556
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-11,141313071
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2018-12,100298141
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-01,107625934
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-02,94839704
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-03,104403459
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-04,105038198
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-05,99230842
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-06,114903656
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-07,131277473
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-08,108239577
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-09,103529032
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-10,124401113
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-11,111651073
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2019-12,129064960
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-01,111685447
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-02,102317143
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-03,144903772
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-04,118496654
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-05,108789541
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-06,89039318
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-07,91000047
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-08,100249073
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-09,122812871
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-10,119051198
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-11,122262818
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2020-12,141714635
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-01,111123176
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-02,115846137
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-03,128508385
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-04,121994124
8507603000,2차전지·배터리소재_셀 모듈 팩,LG에너지솔루션,373220,2021-05,135280638
