기준일,품목명,수출금액,대분류,단가
2016-01-10,2차전지·배터리소재_동박,3345320,2차전지·배터리소재,9.719837
2016-01-20,2차전지·배터리소재_동박,10223895,2차전지·배터리소재,9.485166
2016-01-31,2차전지·배터리소재_동박,15773712,2차전지·배터리소재,9.503924
2016-02-10,2차전지·배터리소재_동박,3525422,2차전지·배터리소재,9.611198
2016-02-20,2차전지·배터리소재_동박,10498199,2차전지·배터리소재,9.456706
2016-02-29,2차전지·배터리소재_동박,16294421,2차전지·배터리소재,9.635548
2016-03-10,2차전지·배터리소재_동박,4751259,2차전지·배터리소재,8.757568
2016-03-20,2차전지·배터리소재_동박,8505868,2차전지·배터리소재,9.241938
2016-03-31,2차전지·배터리소재_동박,14751963,2차전지·배터리소재,9.518227
2016-04-10,2차전지·배터리소재_동박,3324923,2차전지·배터리소재,10.204324
2016-04-20,2차전지·배터리소재_동박,8336060,2차전지·배터리소재,10.117113
2016-04-30,2차전지·배터리소재_동박,15628934,2차전지·배터리소재,9.694004
2016-05-10,2차전지·배터리소재_동박,3555189,2차전지·배터리소재,9.895153
2016-05-20,2차전지·배터리소재_동박,10856268,2차전지·배터리소재,9.627811
2016-05-31,2차전지·배터리소재_동박,17716260,2차전지·배터리소재,9.604054
2016-06-10,2차전지·배터리소재_동박,3646246,2차전지·배터리소재,9.830951
2016-06-20,2차전지·배터리소재_동박,8239996,2차전지·배터리소재,9.809479
2016-06-30,2차전지·배터리소재_동박,16093717,2차전지·배터리소재,9.674919
2016-07-10,2차전지·배터리소재_동박,2654988,2차전지·배터리소재,9.83377
2016-07-20,2차전지·배터리소재_동박,8474896,2차전지·배터리소재,9.978099
2016-07-31,2차전지·배터리소재_동박,16289376,2차전지·배터리소재,9.94937
2016-08-10,2차전지·배터리소재_동박,4803695,2차전지·배터리소재,9.957642
2016-08-20,2차전지·배터리소재_동박,10065543,2차전지·배터리소재,10.093732
2016-08-31,2차전지·배터리소재_동박,17667299,2차전지·배터리소재,10.053908
2016-09-10,2차전지·배터리소재_동박,4903236,2차전지·배터리소재,10.635726
2016-09-20,2차전지·배터리소재_동박,9799172,2차전지·배터리소재,10.464636
2016-09-30,2차전지·배터리소재_동박,18929482,2차전지·배터리소재,10.268861
2016-10-10,2차전지·배터리소재_동박,4221324,2차전지·배터리소재,10.084962
2016-10-20,2차전지·배터리소재_동박,11434022,2차전지·배터리소재,10.28449
2016-10-31,2차전지·배터리소재_동박,19115735,2차전지·배터리소재,10.261914
2016-11-10,2차전지·배터리소재_동박,2933802,2차전지·배터리소재,11.159296
2016-11-20,2차전지·배터리소재_동박,6919863,2차전지·배터리소재,10.568521
2016-11-30,2차전지·배터리소재_동박,14199202,2차전지·배터리소재,10.440281
2016-12-10,2차전지·배터리소재_동박,4558552,2차전지·배터리소재,10.664024
2016-12-20,2차전지·배터리소재_동박,10219837,2차전지·배터리소재,10.951793
2016-12-31,2차전지·배터리소재_동박,18345520,2차전지·배터리소재,10.775752
2017-01-10,2차전지·배터리소재_동박,4784828,2차전지·배터리소재,11.476804
2017-01-20,2차전지·배터리소재_동박,12804334,2차전지·배터리소재,11.559161
2017-01-31,2차전지·배터리소재_동박,17959693,2차전지·배터리소재,11.280421
2017-02-10,2차전지·배터리소재_동박,6288450,2차전지·배터리소재,12.207533
2017-02-20,2차전지·배터리소재_동박,11020958,2차전지·배터리소재,11.966024
2017-02-28,2차전지·배터리소재_동박,19930881,2차전지·배터리소재,11.726832
2017-03-10,2차전지·배터리소재_동박,5286690,2차전지·배터리소재,11.629389
2017-03-20,2차전지·배터리소재_동박,9441604,2차전지·배터리소재,10.591078
2017-03-31,2차전지·배터리소재_동박,21138042,2차전지·배터리소재,11.188439
2017-04-10,2차전지·배터리소재_동박,2826809,2차전지·배터리소재,10.7414
2017-04-20,2차전지·배터리소재_동박,9266576,2차전지·배터리소재,11.337244
2017-04-30,2차전지·배터리소재_동박,18791772,2차전지·배터리소재,11.598106
2017-05-10,2차전지·배터리소재_동박,2857903,2차전지·배터리소재,11.843582
2017-05-20,2차전지·배터리소재_동박,8848764,2차전지·배터리소재,11.319591
2017-05-31,2차전지·배터리소재_동박,20089560,2차전지·배터리소재,11.569963
2017-06-10,2차전지·배터리소재_동박,5352333,2차전지·배터리소재,11.881103
2017-06-20,2차전지·배터리소재_동박,11866600,2차전지·배터리소재,11.787277
2017-06-30,2차전지·배터리소재_동박,23638642,2차전지·배터리소재,11.700447
2017-07-10,2차전지·배터리소재_동박,3708076,2차전지·배터리소재,13.29393
2017-07-20,2차전지·배터리소재_동박,12332118,2차전지·배터리소재,12.597132
2017-07-31,2차전지·배터리소재_동박,24226873,2차전지·배터리소재,12.212778
2017-08-10,2차전지·배터리소재_동박,4694741,2차전지·배터리소재,12.474419
2017-08-20,2차전지·배터리소재_동박,12799133,2차전지·배터리소재,12.060636
2017-08-31,2차전지·배터리소재_동박,25144466,2차전지·배터리소재,11.857631
2017-09-10,2차전지·배터리소재_동박,4591815,2차전지·배터리소재,12.637194
2017-09-20,2차전지·배터리소재_동박,13844644,2차전지·배터리소재,12.920411
2017-09-30,2차전지·배터리소재_동박,26389729,2차전지·배터리소재,12.916354
2017-10-10,2차전지·배터리소재_동박,2491864,2차전지·배터리소재,12.532743
2017-10-20,2차전지·배터리소재_동박,14480225,2차전지·배터리소재,13.045453
2017-10-31,2차전지·배터리소재_동박,26482974,2차전지·배터리소재,13.008696
2017-11-10,2차전지·배터리소재_동박,7376242,2차전지·배터리소재,12.833292
2017-11-20,2차전지·배터리소재_동박,14517600,2차전지·배터리소재,12.852737
2017-11-30,2차전지·배터리소재_동박,28424476,2차전지·배터리소재,12.946727
2017-12-10,2차전지·배터리소재_동박,6736421,2차전지·배터리소재,13.582184
2017-12-20,2차전지·배터리소재_동박,19124742,2차전지·배터리소재,13.328763
2017-12-31,2차전지·배터리소재_동박,30836826,2차전지·배터리소재,13.197743
2018-01-10,2차전지·배터리소재_동박,8737255,2차전지·배터리소재,13.914362
2018-01-20,2차전지·배터리소재_동박,17994609,2차전지·배터리소재,13.904046
2018-01-31,2차전지·배터리소재_동박,30965541,2차전지·배터리소재,13.670007
2018-02-10,2차전지·배터리소재_동박,8570183,2차전지·배터리소재,13.697371
2018-02-20,2차전지·배터리소재_동박,18134022,2차전지·배터리소재,13.637129
2018-02-28,2차전지·배터리소재_동박,27954759,2차전지·배터리소재,13.544185
2018-03-10,2차전지·배터리소재_동박,6223655,2차전지·배터리소재,13.804517
2018-03-20,2차전지·배터리소재_동박,15903908,2차전지·배터리소재,13.616852
2018-03-31,2차전지·배터리소재_동박,28816761,2차전지·배터리소재,13.683454
2018-04-10,2차전지·배터리소재_동박,7350588,2차전지·배터리소재,13.764039
2018-04-20,2차전지·배터리소재_동박,18364057,2차전지·배터리소재,13.620647
2018-04-30,2차전지·배터리소재_동박,29057574,2차전지·배터리소재,13.575937
2018-05-10,2차전지·배터리소재_동박,7624561,2차전지·배터리소재,13.485378
2018-05-20,2차전지·배터리소재_동박,15142198,2차전지·배터리소재,13.598605
2018-05-31,2차전지·배터리소재_동박,27356649,2차전지·배터리소재,13.585638
2018-06-10,2차전지·배터리소재_동박,6512524,2차전지·배터리소재,13.791334
2018-06-20,2차전지·배터리소재_동박,17365021,2차전지·배터리소재,13.66334
2018-06-30,2차전지·배터리소재_동박,29585266,2차전지·배터리소재,13.755821
2018-07-10,2차전지·배터리소재_동박,8651100,2차전지·배터리소재,13.864952
2018-07-20,2차전지·배터리소재_동박,20575136,2차전지·배터리소재,13.896235
2018-07-31,2차전지·배터리소재_동박,32039405,2차전지·배터리소재,13.835119
2018-08-10,2차전지·배터리소재_동박,10183505,2차전지·배터리소재,13.696936
2018-08-20,2차전지·배터리소재_동박,16428990,2차전지·배터리소재,13.68326
2018-08-31,2차전지·배터리소재_동박,31229399,2차전지·배터리소재,13.535284
2018-09-10,2차전지·배터리소재_동박,6561332,2차전지·배터리소재,13.501865
2018-09-20,2차전지·배터리소재_동박,17392794,2차전지·배터리소재,13.321183
2018-09-30,2차전지·배터리소재_동박,26819870,2차전지·배터리소재,13.277309
2018-10-10,2차전지·배터리소재_동박,7076403,2차전지·배터리소재,13.718699
2018-10-20,2차전지·배터리소재_동박,19095206,2차전지·배터리소재,13.422343
2018-10-31,2차전지·배터리소재_동박,29694575,2차전지·배터리소재,13.374363
2018-11-10,2차전지·배터리소재_동박,10635315,2차전지·배터리소재,13.119996
2018-11-20,2차전지·배터리소재_동박,20233700,2차전지·배터리소재,13.119363
2018-11-30,2차전지·배터리소재_동박,30856089,2차전지·배터리소재,13.373017
2018-12-10,2차전지·배터리소재_동박,7642885,2차전지·배터리소재,13.550779
2018-12-20,2차전지·배터리소재_동박,18013423,2차전지·배터리소재,13.704006
2018-12-31,2차전지·배터리소재_동박,26407135,2차전지·배터리소재,13.504113
2019-01-10,2차전지·배터리소재_동박,8943053,2차전지·배터리소재,13.427115
2019-01-20,2차전지·배터리소재_동박,17642315,2차전지·배터리소재,13.269755
2019-01-31,2차전지·배터리소재_동박,31126169,2차전지·배터리소재,13.302085
2019-02-10,2차전지·배터리소재_동박,3842821,2차전지·배터리소재,12.791043
2019-02-20,2차전지·배터리소재_동박,16420052,2차전지·배터리소재,13.402834
2019-02-28,2차전지·배터리소재_동박,27346760,2차전지·배터리소재,13.101358
2019-03-10,2차전지·배터리소재_동박,6397124,2차전지·배터리소재,14.205543
2019-03-20,2차전지·배터리소재_동박,15100129,2차전지·배터리소재,13.66923
2019-03-31,2차전지·배터리소재_동박,26774544,2차전지·배터리소재,13.266128
2019-04-10,2차전지·배터리소재_동박,10543360,2차전지·배터리소재,13.402302
2019-04-20,2차전지·배터리소재_동박,19639953,2차전지·배터리소재,13.328241
2019-04-30,2차전지·배터리소재_동박,29971714,2차전지·배터리소재,13.26249
2019-05-10,2차전지·배터리소재_동박,9020471,2차전지·배터리소재,13.534133
2019-05-20,2차전지·배터리소재_동박,20319633,2차전지·배터리소재,13.424557
2019-05-31,2차전지·배터리소재_동박,34349612,2차전지·배터리소재,13.321572
2019-06-10,2차전지·배터리소재_동박,7492657,2차전지·배터리소재,13.192352
2019-06-20,2차전지·배터리소재_동박,20986702,2차전지·배터리소재,13.376536
2019-06-30,2차전지·배터리소재_동박,26865157,2차전지·배터리소재,13.309548
2019-07-10,2차전지·배터리소재_동박,10025741,2차전지·배터리소재,13.102002
2019-07-20,2차전지·배터리소재_동박,20209938,2차전지·배터리소재,13.135196
2019-07-31,2차전지·배터리소재_동박,31983687,2차전지·배터리소재,13.324831
2019-08-10,2차전지·배터리소재_동박,11899939,2차전지·배터리소재,17.202229
2019-08-20,2차전지·배터리소재_동박,20785039,2차전지·배터리소재,15.31215
2019-08-31,2차전지·배터리소재_동박,34498487,2차전지·배터리소재,14.43733
2019-09-10,2차전지·배터리소재_동박,12639262,2차전지·배터리소재,13.428246
2019-09-20,2차전지·배터리소재_동박,24595642,2차전지·배터리소재,13.291404
2019-09-30,2차전지·배터리소재_동박,31267656,2차전지·배터리소재,13.22672
2019-10-10,2차전지·배터리소재_동박,8640799,2차전지·배터리소재,12.897427
2019-10-20,2차전지·배터리소재_동박,16639003,2차전지·배터리소재,12.926869
2019-10-31,2차전지·배터리소재_동박,27568761,2차전지·배터리소재,13.008488
2019-11-10,2차전지·배터리소재_동박,7627907,2차전지·배터리소재,13.138893
2019-11-20,2차전지·배터리소재_동박,17529322,2차전지·배터리소재,13.081856
2019-11-30,2차전지·배터리소재_동박,27643218,2차전지·배터리소재,13.018705
2019-12-10,2차전지·배터리소재_동박,7300812,2차전지·배터리소재,12.759122
2019-12-20,2차전지·배터리소재_동박,16570127,2차전지·배터리소재,12.730586
2019-12-31,2차전지·배터리소재_동박,22129862,2차전지·배터리소재,12.697119
2020-01-10,2차전지·배터리소재_동박,7463554,2차전지·배터리소재,12.583123
2020-01-20,2차전지·배터리소재_동박,12465784,2차전지·배터리소재,12.491331
2020-01-31,2차전지·배터리소재_동박,20843122,2차전지·배터리소재,12.428506
2020-02-10,2차전지·배터리소재_동박,4091947,2차전지·배터리소재,12.684513
2020-02-20,2차전지·배터리소재_동박,12263379,2차전지·배터리소재,12.67972
2020-02-29,2차전지·배터리소재_동박,22526743,2차전지·배터리소재,12.760554
2020-03-10,2차전지·배터리소재_동박,7200322,2차전지·배터리소재,12.48933
2020-03-20,2차전지·배터리소재_동박,19084111,2차전지·배터리소재,12.510438
2020-03-31,2차전지·배터리소재_동박,33881201,2차전지·배터리소재,12.706545
2020-04-10,2차전지·배터리소재_동박,9999102,2차전지·배터리소재,12.294191
2020-04-20,2차전지·배터리소재_동박,18680989,2차전지·배터리소재,12.200843
2020-04-30,2차전지·배터리소재_동박,31633316,2차전지·배터리소재,12.1972
2020-05-10,2차전지·배터리소재_동박,7559065,2차전지·배터리소재,12.353534
2020-05-20,2차전지·배터리소재_동박,15709760,2차전지·배터리소재,12.126673
2020-05-31,2차전지·배터리소재_동박,26005344,2차전지·배터리소재,11.918903
2020-06-10,2차전지·배터리소재_동박,9497165,2차전지·배터리소재,11.632327
2020-06-20,2차전지·배터리소재_동박,19811718,2차전지·배터리소재,11.595093
2020-06-30,2차전지·배터리소재_동박,27181504,2차전지·배터리소재,11.537958
2020-07-10,2차전지·배터리소재_동박,12105702,2차전지·배터리소재,11.817301
2020-07-20,2차전지·배터리소재_동박,18819483,2차전지·배터리소재,11.808903
2020-07-31,2차전지·배터리소재_동박,32195699,2차전지·배터리소재,11.955503
2020-08-10,2차전지·배터리소재_동박,12109062,2차전지·배터리소재,12.490551
2020-08-20,2차전지·배터리소재_동박,23532986,2차전지·배터리소재,12.23732
2020-08-31,2차전지·배터리소재_동박,36811612,2차전지·배터리소재,12.490875
2020-09-10,2차전지·배터리소재_동박,12897076,2차전지·배터리소재,12.620556
2020-09-20,2차전지·배터리소재_동박,26461531,2차전지·배터리소재,12.664523
2020-09-30,2차전지·배터리소재_동박,45879652,2차전지·배터리소재,12.886089
2020-10-10,2차전지·배터리소재_동박,8241103,2차전지·배터리소재,13.073125
2020-10-20,2차전지·배터리소재_동박,24765914,2차전지·배터리소재,13.091123
2020-10-31,2차전지·배터리소재_동박,44254421,2차전지·배터리소재,13.024549
2020-11-10,2차전지·배터리소재_동박,11857626,2차전지·배터리소재,13.460501
2020-11-20,2차전지·배터리소재_동박,29751735,2차전지·배터리소재,13.166954
2020-11-30,2차전지·배터리소재_동박,46436850,2차전지·배터리소재,13.261298
2020-12-10,2차전지·배터리소재_동박,12199620,2차전지·배터리소재,13.370997
2020-12-20,2차전지·배터리소재_동박,27775181,2차전지·배터리소재,13.212863
2020-12-31,2차전지·배터리소재_동박,49890050,2차전지·배터리소재,13.340372
2021-01-10,2차전지·배터리소재_동박,11471884,2차전지·배터리소재,13.868922
2021-01-20,2차전지·배터리소재_동박,31233164,2차전지·배터리소재,13.701958
2021-01-31,2차전지·배터리소재_동박,48350407,2차전지·배터리소재,13.735128
2021-02-10,2차전지·배터리소재_동박,14642937,2차전지·배터리소재,13.795046
2021-02-20,2차전지·배터리소재_동박,29824612,2차전지·배터리소재,14.038366
2021-02-28,2차전지·배터리소재_동박,43690552,2차전지·배터리소재,14.063082
2021-03-10,2차전지·배터리소재_동박,12783150,2차전지·배터리소재,15.063812
2021-03-20,2차전지·배터리소재_동박,30709466,2차전지·배터리소재,14.94503
2021-03-31,2차전지·배터리소재_동박,52592823,2차전지·배터리소재,14.904798
2021-04-10,2차전지·배터리소재_동박,14087522,2차전지·배터리소재,14.84571
2021-04-20,2차전지·배터리소재_동박,30768614,2차전지·배터리소재,14.832188
2021-04-30,2차전지·배터리소재_동박,52313589,2차전지·배터리소재,14.757215
2021-05-10,2차전지·배터리소재_동박,12330388,2차전지·배터리소재,15.167133
2021-05-20,2차전지·배터리소재_동박,34296805,2차전지·배터리소재,15.282363
2021-05-31,2차전지·배터리소재_동박,55490956,2차전지·배터리소재,15.280144
2021-06-10,2차전지·배터리소재_동박,19125332,2차전지·배터리소재,15.751904
2021-06-20,2차전지·배터리소재_동박,32681423,2차전지·배터리소재,15.818293
2021-06-30,2차전지·배터리소재_동박,58032870,2차전지·배터리소재,15.758992
2021-07-10,2차전지·배터리소재_동박,18213249,2차전지·배터리소재,16.460538
2021-07-20,2차전지·배터리소재_동박,37613936,2차전지·배터리소재,16.372819
2021-07-31,2차전지·배터리소재_동박,71947990,2차전지·배터리소재,16.350735
2021-08-10,2차전지·배터리소재_동박,20638986,2차전지·배터리소재,16.138951
2021-08-20,2차전지·배터리소재_동박,42332924,2차전지·배터리소재,16.064203
2021-08-31,2차전지·배터리소재_동박,70344907,2차전지·배터리소재,15.658619
2021-09-10,2차전지·배터리소재_동박,25454043,2차전지·배터리소재,15.817484
2021-09-20,2차전지·배터리소재_동박,44087502,2차전지·배터리소재,15.867388
2021-09-30,2차전지·배터리소재_동박,66540057,2차전지·배터리소재,15.876496
2021-10-10,2차전지·배터리소재_동박,12902872,2차전지·배터리소재,15.996495
2021-10-20,2차전지·배터리소재_동박,36517309,2차전지·배터리소재,15.845189
2021-10-31,2차전지·배터리소재_동박,54923683,2차전지·배터리소재,15.796824
2021-11-10,2차전지·배터리소재_동박,19570884,2차전지·배터리소재,15.786234
2021-11-20,2차전지·배터리소재_동박,35930852,2차전지·배터리소재,15.798842
2021-11-30,2차전지·배터리소재_동박,56138516,2차전지·배터리소재,15.802335
2021-12-10,2차전지·배터리소재_동박,19681040,2차전지·배터리소재,16.189699
2021-12-20,2차전지·배터리소재_동박,38376603,2차전지·배터리소재,16.197741
2021-12-31,2차전지·배터리소재_동박,64344917,2차전지·배터리소재,16.201072
2022-01-10,2차전지·배터리소재_동박,16237174,2차전지·배터리소재,16.511016
2022-01-20,2차전지·배터리소재_동박,42853868,2차전지·배터리소재,16.430147
2022-01-31,2차전지·배터리소재_동박,70332486,2차전지·배터리소재,16.348409
2022-02-10,2차전지·배터리소재_동박,14487653,2차전지·배터리소재,16.53445
2022-02-20,2차전지·배터리소재_동박,40753495,2차전지·배터리소재,16.370433
2022-02-28,2차전지·배터리소재_동박,66196342,2차전지·배터리소재,16.364763
2022-03-10,2차전지·배터리소재_동박,20470984,2차전지·배터리소재,16.241767
2022-03-20,2차전지·배터리소재_동박,43275274,2차전지·배터리소재,16.438092
2022-03-31,2차전지·배터리소재_동박,73257053,2차전지·배터리소재,16.370341
2022-04-10,2차전지·배터리소재_동박,12332652,2차전지·배터리소재,16.362232
2022-04-20,2차전지·배터리소재_동박,37428452,2차전지·배터리소재,15.929374
2022-04-30,2차전지·배터리소재_동박,60619494,2차전지·배터리소재,16.131377
2022-05-10,2차전지·배터리소재_동박,13018737,2차전지·배터리소재,16.710296
2022-05-20,2차전지·배터리소재_동박,35991573,2차전지·배터리소재,16.632404
2022-05-31,2차전지·배터리소재_동박,64274933,2차전지·배터리소재,16.520287
2022-06-10,2차전지·배터리소재_동박,13837172,2차전지·배터리소재,16.492382
2022-06-20,2차전지·배터리소재_동박,31038050,2차전지·배터리소재,16.291655
2022-06-30,2차전지·배터리소재_동박,69846436,2차전지·배터리소재,16.27264
2022-07-10,2차전지·배터리소재_동박,12321273,2차전지·배터리소재,16.486445
2022-07-20,2차전지·배터리소재_동박,40306592,2차전지·배터리소재,15.964765
2022-07-31,2차전지·배터리소재_동박,63666157,2차전지·배터리소재,15.93485
2022-08-10,2차전지·배터리소재_동박,17735375,2차전지·배터리소재,15.482549
2022-08-20,2차전지·배터리소재_동박,40488880,2차전지·배터리소재,15.295738
2022-08-31,2차전지·배터리소재_동박,67263263,2차전지·배터리소재,15.251036
2022-09-10,2차전지·배터리소재_동박,13483427,2차전지·배터리소재,14.486505
2022-09-20,2차전지·배터리소재_동박,35186828,2차전지·배터리소재,14.704697
2022-09-30,2차전지·배터리소재_동박,57782086,2차전지·배터리소재,14.231363
2022-10-10,2차전지·배터리소재_동박,8298362,2차전지·배터리소재,14.419305
2022-10-20,2차전지·배터리소재_동박,33897712,2차전지·배터리소재,14.484819
2022-10-31,2차전지·배터리소재_동박,54087881,2차전지·배터리소재,14.554853
2022-11-10,2차전지·배터리소재_동박,19673636,2차전지·배터리소재,14.209534
2022-11-20,2차전지·배터리소재_동박,38054938,2차전지·배터리소재,14.229479
2022-11-30,2차전지·배터리소재_동박,53536930,2차전지·배터리소재,14.037259
2022-12-10,2차전지·배터리소재_동박,10109694,2차전지·배터리소재,14.164187
2022-12-20,2차전지·배터리소재_동박,26175292,2차전지·배터리소재,14.056855
2022-12-31,2차전지·배터리소재_동박,48544664,2차전지·배터리소재,13.96023
2023-01-10,2차전지·배터리소재_동박,7632962,2차전지·배터리소재,14.442455
2023-01-20,2차전지·배터리소재_동박,32719137,2차전지·배터리소재,13.978702
2023-01-31,2차전지·배터리소재_동박,47314301,2차전지·배터리소재,13.908894
2023-02-10,2차전지·배터리소재_동박,11390543,2차전지·배터리소재,14.352021
2023-02-20,2차전지·배터리소재_동박,27146487,2차전지·배터리소재,13.981627
2023-02-28,2차전지·배터리소재_동박,47099563,2차전지·배터리소재,14.251481
2023-03-10,2차전지·배터리소재_동박,12631844,2차전지·배터리소재,14.348145
2023-03-20,2차전지·배터리소재_동박,23332827,2차전지·배터리소재,14.397487
2023-03-31,2차전지·배터리소재_동박,56711215,2차전지·배터리소재,14.36871
2023-04-10,2차전지·배터리소재_동박,9455138,2차전지·배터리소재,14.058829
2023-04-20,2차전지·배터리소재_동박,32680797,2차전지·배터리소재,14.419945
2023-04-30,2차전지·배터리소재_동박,48744330,2차전지·배터리소재,14.541363
2023-05-10,2차전지·배터리소재_동박,12820309,2차전지·배터리소재,13.212695
2023-05-20,2차전지·배터리소재_동박,33129627,2차전지·배터리소재,13.680959
2023-05-31,2차전지·배터리소재_동박,58130797,2차전지·배터리소재,14.071814
2023-06-10,2차전지·배터리소재_동박,12457650,2차전지·배터리소재,14.646398
2023-06-20,2차전지·배터리소재_동박,28874968,2차전지·배터리소재,14.283744
2023-06-30,2차전지·배터리소재_동박,58472461,2차전지·배터리소재,14.289479
2023-07-10,2차전지·배터리소재_동박,9099848,2차전지·배터리소재,13.55742
2023-07-20,2차전지·배터리소재_동박,31155554,2차전지·배터리소재,14.182372
2023-07-31,2차전지·배터리소재_동박,53367339,2차전지·배터리소재,14.087624
2023-08-10,2차전지·배터리소재_동박,13148488,2차전지·배터리소재,14.525113
2023-08-20,2차전지·배터리소재_동박,31674305,2차전지·배터리소재,14.400195
2023-08-31,2차전지·배터리소재_동박,55627769,2차전지·배터리소재,14.143646
2023-09-10,2차전지·배터리소재_동박,12600665,2차전지·배터리소재,14.252059
2023-09-20,2차전지·배터리소재_동박,31297144,2차전지·배터리소재,14.537769
2023-09-30,2차전지·배터리소재_동박,46885070,2차전지·배터리소재,14.478666
2023-10-10,2차전지·배터리소재_동박,9437099,2차전지·배터리소재,13.951051
2023-10-20,2차전지·배터리소재_동박,24473891,2차전지·배터리소재,14.274337
2023-10-31,2차전지·배터리소재_동박,44033440,2차전지·배터리소재,14.209593
2023-11-10,2차전지·배터리소재_동박,8665765,2차전지·배터리소재,13.692086
2023-11-20,2차전지·배터리소재_동박,21154295,2차전지·배터리소재,14.062882
2023-11-30,2차전지·배터리소재_동박,34648963,2차전지·배터리소재,14.225957
2023-12-10,2차전지·배터리소재_동박,5428626,2차전지·배터리소재,14.401744
2023-12-20,2차전지·배터리소재_동박,15342774,2차전지·배터리소재,14.339839
2023-12-31,2차전지·배터리소재_동박,25791560,2차전지·배터리소재,14.263435
2024-01-10,2차전지·배터리소재_동박,9394552,2차전지·배터리소재,14.218173
2024-01-20,2차전지·배터리소재_동박,19322394,2차전지·배터리소재,14.15318
2024-01-31,2차전지·배터리소재_동박,34751531,2차전지·배터리소재,14.053687
2024-02-10,2차전지·배터리소재_동박,8749462,2차전지·배터리소재,13.309297
2024-02-20,2차전지·배터리소재_동박,19997765,2차전지·배터리소재,13.524502
2024-02-29,2차전지·배터리소재_동박,27962334,2차전지·배터리소재,13.650753
2024-03-10,2차전지·배터리소재_동박,8968165,2차전지·배터리소재,14.059031
2024-03-20,2차전지·배터리소재_동박,21012912,2차전지·배터리소재,13.879187
2024-03-31,2차전지·배터리소재_동박,30848679,2차전지·배터리소재,13.887506
2024-04-10,2차전지·배터리소재_동박,10441036,2차전지·배터리소재,13.956879
2024-04-20,2차전지·배터리소재_동박,22006974,2차전지·배터리소재,13.850244
2024-04-30,2차전지·배터리소재_동박,30497105,2차전지·배터리소재,13.875263
2024-05-10,2차전지·배터리소재_동박,9581836,2차전지·배터리소재,14.645663
2024-05-20,2차전지·배터리소재_동박,19099286,2차전지·배터리소재,14.469196
2024-05-31,2차전지·배터리소재_동박,28080300,2차전지·배터리소재,14.426176
2024-06-10,2차전지·배터리소재_동박,6343727,2차전지·배터리소재,14.089612
2024-06-20,2차전지·배터리소재_동박,19385452,2차전지·배터리소재,14.464355
2024-06-30,2차전지·배터리소재_동박,25172421,2차전지·배터리소재,14.542128
2024-07-10,2차전지·배터리소재_동박,9929928,2차전지·배터리소재,14.762607
2024-07-20,2차전지·배터리소재_동박,15209782,2차전지·배터리소재,14.820847
2024-07-31,2차전지·배터리소재_동박,26931779,2차전지·배터리소재,14.959117
2024-08-10,2차전지·배터리소재_동박,7290611,2차전지·배터리소재,16.545948
2024-08-20,2차전지·배터리소재_동박,16401041,2차전지·배터리소재,15.552682
2024-08-31,2차전지·배터리소재_동박,23727706,2차전지·배터리소재,15.575954
2024-09-10,2차전지·배터리소재_동박,6489074,2차전지·배터리소재,16.813481
2024-09-20,2차전지·배터리소재_동박,12427489,2차전지·배터리소재,15.650328
2024-09-30,2차전지·배터리소재_동박,17233977,2차전지·배터리소재,15.54991
2024-10-10,2차전지·배터리소재_동박,4989029,2차전지·배터리소재,14.747
2024-10-20,2차전지·배터리소재_동박,9820315,2차전지·배터리소재,14.474833
2024-10-31,2차전지·배터리소재_동박,16562331,2차전지·배터리소재,14.853912
2024-11-10,2차전지·배터리소재_동박,4135202,2차전지·배터리소재,15.327925
2024-11-20,2차전지·배터리소재_동박,11498265,2차전지·배터리소재,15.053402
2024-11-30,2차전지·배터리소재_동박,18182771,2차전지·배터리소재,15.007467
2024-12-10,2차전지·배터리소재_동박,5032703,2차전지·배터리소재,14.792094
2024-12-20,2차전지·배터리소재_동박,13583903,2차전지·배터리소재,14.438644
2024-12-31,2차전지·배터리소재_동박,20096023,2차전지·배터리소재,14.495667
2025-01-10,2차전지·배터리소재_동박,9004117,2차전지·배터리소재,14.335321
2025-01-20,2차전지·배터리소재_동박,18913336,2차전지·배터리소재,14.212477
2025-01-31,2차전지·배터리소재_동박,26561442,2차전지·배터리소재,14.122103
2025-02-10,2차전지·배터리소재_동박,6962904,2차전지·배터리소재,13.644522
2025-02-20,2차전지·배터리소재_동박,17443227,2차전지·배터리소재,13.657413
2025-02-28,2차전지·배터리소재_동박,25280628,2차전지·배터리소재,13.613934
2025-03-10,2차전지·배터리소재_동박,5359143,2차전지·배터리소재,12.839113
2025-03-20,2차전지·배터리소재_동박,18098739,2차전지·배터리소재,13.459824
2025-03-31,2차전지·배터리소재_동박,26637829,2차전지·배터리소재,13.52408
2025-04-10,2차전지·배터리소재_동박,9651297,2차전지·배터리소재,13.754339
2025-04-20,2차전지·배터리소재_동박,15550025,2차전지·배터리소재,13.751514
2025-04-30,2차전지·배터리소재_동박,29370555,2차전지·배터리소재,13.879997
2025-05-10,2차전지·배터리소재_동박,4896007,2차전지·배터리소재,13.960849
2025-05-20,2차전지·배터리소재_동박,16677489,2차전지·배터리소재,13.81197
2025-05-31,2차전지·배터리소재_동박,32158018,2차전지·배터리소재,13.813431
2025-06-10,2차전지·배터리소재_동박,9701514,2차전지·배터리소재,14.327199
2025-06-20,2차전지·배터리소재_동박,20378998,2차전지·배터리소재,14.173418
