품목명,기업명,기준일,수출금액,단가
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-01-01,109966745,4.235282
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-02-01,109185513,4.318241
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-03-01,125063049,4.080615
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-04-01,127349989,4.189152
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-05-01,42078623,4.019444
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-06-01,52002421,4.32411
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-07-01,39873794,4.39018
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-08-01,42361763,4.281838
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-09-01,52183608,4.258277
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-10-01,38967538,4.311515
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-11-01,50778194,4.320134
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2017-12-01,47605867,4.474012
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-01-01,62432899,4.349147
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-02-01,50899448,4.449422
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-03-01,55959617,4.36327
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-04-01,50652795,4.286602
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-05-01,44310908,4.348111
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-06-01,46351343,4.254435
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-07-01,45539037,4.407631
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-08-01,45788473,4.256325
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-09-01,36244389,4.295473
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-10-01,50043285,4.197124
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-11-01,46476392,4.192774
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2018-12-01,53016924,4.368266
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-01-01,102768696,4.602807
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-02-01,123392236,4.597675
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-03-01,117653646,4.621226
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-04-01,112575922,4.656687
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-05-01,126582951,4.528496
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-06-01,115188174,4.625068
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-07-01,97921937,4.486117
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-08-01,81780876,4.453243
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-09-01,81132243,4.567149
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-10-01,73357248,4.569177
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-11-01,71433884,4.409758
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2019-12-01,66091647,4.178462
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-01-01,106982454,4.627704
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-02-01,118200420,4.475134
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-03-01,105361449,4.554361
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-04-01,62783641,4.83288
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-05-01,44194325,4.511399
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-06-01,64770704,4.532329
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-07-01,71616777,4.552109
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-08-01,65428978,4.622434
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-09-01,92339412,4.31597
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-10-01,85130482,4.511171
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-11-01,85679241,4.381152
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2020-12-01,74870110,4.561585
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-01-01,121135597,4.614777
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-02-01,148192213,4.503659
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-03-01,154315857,4.418317
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-04-01,145320200,4.582289
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-05-01,145398101,4.543735
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-06-01,166647746,4.744492
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-07-01,130287894,4.537311
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-08-01,147349363,4.559392
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-09-01,130591309,4.543606
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-10-01,142143750,4.566036
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-11-01,154581869,4.509801
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2021-12-01,130830879,4.519301
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-01-01,166016368,4.649158
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-02-01,163848344,4.697801
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-03-01,137148140,4.685617
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-04-01,114454829,4.596072
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-05-01,153421338,4.570596
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-06-01,149458553,4.538523
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-07-01,164574317,4.513358
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-08-01,123383259,4.489482
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-09-01,137447954,4.590544
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-10-01,126607147,4.475424
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-11-01,177470548,4.819794
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2022-12-01,158848996,4.980984
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-01-01,141575592,4.885749
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-02-01,149313473,4.985874
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-03-01,145353546,5.13128
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-04-01,139646272,5.23816
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-05-01,168218243,5.096199
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-06-01,156330308,5.361391
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-07-01,137695527,5.42556
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-08-01,108340129,5.501084
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-09-01,107408365,5.433653
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-10-01,91921679,5.398041
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-11-01,89187288,5.299253
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2023-12-01,70035867,5.131845
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-01-01,85711451,5.218635
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-02-01,126955398,5.002475
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-03-01,107333553,5.026648
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-04-01,91250995,5.028581
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-05-01,81819366,4.940291
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-06-01,78920451,4.929243
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-07-01,80048752,5.010088
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-08-01,54561644,4.72793
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-09-01,64238860,4.829147
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-10-01,58380608,4.338122
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-11-01,60548479,4.275315
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2024-12-01,70159535,4.428678
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-01-01,77410330,4.454168
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-02-01,89708971,4.503535
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-03-01,107304637,4.521854
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-04-01,117119016,4.659743
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-05-01,108307663,4.645341
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-06-01,107987782,4.47218
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-07-01,132974278,4.687392
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-08-01,116193754,4.675843
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-09-01,129376298,4.528018
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-10-01,91190776,4.576265
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-11-01,108559355,4.451294
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2025-12-01,94983155,4.272693
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2026-01-01,139075927,4.569918
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2026-02-01,141627536,4.626342
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2026-03-01,148090850,4.567878
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2026-04-01,160824167,4.556556
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2026-05-01,153887897,4.564755
건설·운송·상사_굴삭기,"HD건설기계, 두산밥캣",2026-06-01,140946944,4.556525
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-01-01,14125383,13.10529
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-02-01,21953505,16.603005
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-03-01,26999019,13.964069
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-04-01,31552862,14.949271
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-05-01,34475918,14.798358
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-06-01,38508931,13.977034
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-07-01,32971489,14.002383
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-08-01,33419943,13.970531
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-09-01,34012256,16.321893
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-10-01,31733064,16.792574
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-11-01,31965999,15.958231
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2017-12-01,33627852,14.643987
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-01-01,49502586,17.001318
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-02-01,36896728,15.120167
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-03-01,41170424,16.001268
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-04-01,47595498,16.39711
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-05-01,43866640,15.821199
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-06-01,45179561,16.092934
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-07-01,53700130,16.266294
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-08-01,38972595,16.755139
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-09-01,36217095,16.335088
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-10-01,40917693,17.376905
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-11-01,32729733,16.433179
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2018-12-01,33088006,16.452797
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-01-01,34550618,16.658559
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-02-01,37171975,15.065381
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-03-01,40017223,15.992359
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-04-01,45669515,15.357593
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-05-01,43948170,15.745219
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-06-01,38652445,15.008225
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-07-01,51809115,15.567283
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-08-01,35395500,15.123343
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-09-01,41777466,14.413371
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-10-01,48258688,15.285356
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-11-01,34514102,14.962363
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2019-12-01,54323297,15.542697
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-01-01,30133011,16.542365
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-02-01,31574082,14.51391
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-03-01,40933523,15.421907
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-04-01,30634306,15.84873
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-05-01,30003553,16.215658
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-06-01,23760970,15.545348
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-07-01,26850485,15.257393
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-08-01,30456324,15.642604
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-09-01,37290907,15.603682
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-10-01,31081571,15.386863
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-11-01,32749153,15.126958
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2020-12-01,54809115,15.885875
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-01-01,23465298,16.252957
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-02-01,37246083,16.203495
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-03-01,34773375,15.725684
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-04-01,37344711,15.986891
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-05-01,44348378,17.15799
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-06-01,45244274,15.257083
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-07-01,42214314,14.956101
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-08-01,32095048,15.045621
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-09-01,31322246,14.456406
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-10-01,37927100,15.156097
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-11-01,33028547,14.342937
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2021-12-01,63432725,15.213716
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-01-01,36837635,15.056707
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-02-01,48036972,15.54967
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-03-01,51278797,14.702854
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-04-01,47662629,15.711946
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-05-01,38281182,14.913791
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-06-01,52852879,15.783717
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-07-01,58662328,14.049146
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-08-01,43647708,13.375984
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-09-01,39905541,14.249316
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-10-01,29293685,13.309701
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-11-01,43633040,14.769738
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2022-12-01,39641154,15.130709
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-01-01,43455302,15.592089
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-02-01,45230080,14.844011
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-03-01,54720297,14.633252
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-04-01,43974034,14.751271
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-05-01,43882369,14.749009
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-06-01,40486065,16.015171
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-07-01,44643344,16.381574
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-08-01,30233705,16.118341
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-09-01,37195279,15.337369
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-10-01,36909170,16.45128
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-11-01,42605337,16.102721
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2023-12-01,31746849,16.295298
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-01-01,36902609,16.677306
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-02-01,45641712,15.929122
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-03-01,65894299,24.335798
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-04-01,53639995,16.31203
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-05-01,43882245,16.409311
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-06-01,43712349,16.483418
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-07-01,41374835,16.539612
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-08-01,28949817,15.455162
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-09-01,30423841,16.944752
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-10-01,25227951,15.547067
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-11-01,32128854,15.664337
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2024-12-01,36003367,14.336557
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-01-01,30009122,16.281867
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-02-01,35968784,16.643514
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-03-01,42731813,16.218281
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-04-01,46659722,16.607514
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-05-01,46613341,15.899594
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-06-01,43788523,16.426265
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-07-01,48862354,16.913579
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-08-01,28954803,16.217064
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-09-01,36688947,15.739737
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-10-01,32438717,15.3877
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-11-01,30937202,16.254879
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2025-12-01,43642850,15.810023
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2026-01-01,29545386,16.223959
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2026-02-01,28639975,15.594552
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2026-03-01,43412353,16.333824
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2026-04-01,50405970,16.25161
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2026-05-01,29168835,15.205132
"건설·운송·상사_발전기, 산업, 건설기계용 엔진",HD건설기계,2026-06-01,46562472,16.088848
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-01-01,3194466,575.531758
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-02-01,2369587,563.346385
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-03-01,3894084,574.215705
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-04-01,1983857,513.87937
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-05-01,2260217,433.712956
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-06-01,4405223,864.796798
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-07-01,2327765,576.886284
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-08-01,2805125,413.089418
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-09-01,7809844,1291.034816
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-10-01,2097072,709.440958
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-11-01,3398850,758.546579
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2017-12-01,5919084,602.440874
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-01-01,2910375,604.74822
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-02-01,3004550,348.282553
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-03-01,5115616,688.626843
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-04-01,2968460,545.379051
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-05-01,2936657,571.774558
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-06-01,4349252,792.079302
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-07-01,3061231,507.776303
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-08-01,2959708,513.214496
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-09-01,4966820,726.249452
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-10-01,3666073,570.994938
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-11-01,4315462,624.013939
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2018-12-01,4708006,672.495429
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-01-01,3787702,507.245286
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-02-01,4715681,696.113399
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-03-01,4659889,615.38621
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-04-01,3820958,477.416848
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-05-01,4435354,631.620665
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-06-01,4342460,604.100268
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-07-01,4963569,500.31943
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-08-01,4031867,481.428452
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-09-01,4278254,428.764394
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-10-01,3967417,407.453657
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-11-01,4844877,367.554053
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2019-12-01,5004404,372.950873
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-01-01,5111384,385.785211
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-02-01,6931239,422.733959
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-03-01,21555593,450.83216
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-04-01,53362150,424.810564
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-05-01,48957104,499.905027
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-06-01,47522776,469.165485
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-07-01,51731400,414.381874
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-08-01,68457375,527.107703
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-09-01,93253642,592.611124
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-10-01,101730179,607.047968
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-11-01,151758248,835.293794
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2020-12-01,103793353,718.620334
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-01-01,76565306,550.293103
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-02-01,46889253,558.955458
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-03-01,63565219,756.278812
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-04-01,66572300,608.872234
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-05-01,65983996,641.809353
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-06-01,60741147,764.474903
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-07-01,53368001,665.582152
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-08-01,42140357,491.83848
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-09-01,41506325,498.102279
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-10-01,44974628,638.299055
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-11-01,74843748,698.896026
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2021-12-01,109088180,683.692303
바이오/의료기기_PCR 및 면역 진단키트,씨젠,2022-01-01,112342727,629.683957
